Timestamp,Open,High,Low,Close,Volume
2020-12-25 00:00:00,0.2,3.0885,0.2,2.2954,125977553.14
2020-12-26 00:00:00,2.2958,2.4609,1.5717,1.5967,57039701.92
2020-12-27 00:00:00,1.597,1.6516,1.036,1.0612,77797336.07
2020-12-28 00:00:00,1.06,1.2787,1.0353,1.114,39346066.97
2020-12-29 00:00:00,1.114,1.1166,0.7541,0.8845,53786032.77
2020-12-30 00:00:00,0.8845,1.2574,0.8702,1.0934,57120473.11
2020-12-31 00:00:00,1.0932,1.4033,1.0582,1.3637,44493450.73
2021-01-01 00:00:00,1.3623,1.3974,1.0863,1.155,20279992.26
2021-01-02 00:00:00,1.1521,1.1607,1.0,1.025,11922746.16
2021-01-03 00:00:00,1.0259,1.1568,0.9456,1.108,20147704.01
2021-01-04 00:00:00,1.108,1.24,0.9666,1.0317,18714450.36
2021-01-05 00:00:00,1.0317,1.38,0.98,1.2501,21614286.19
2021-01-06 00:00:00,1.2502,1.5269,1.1885,1.51,26125892.04
2021-01-07 00:00:00,1.5109,1.615,1.244,1.2925,25553868.02
2021-01-08 00:00:00,1.294,1.3485,1.0111,1.1867,22858507.73
2021-01-09 00:00:00,1.1864,1.2999,1.112,1.2431,17542226.69
2021-01-10 00:00:00,1.2441,1.3871,1.11,1.2058,21496873.07
2021-01-11 00:00:00,1.2032,1.2126,0.9623,1.1243,18251793.0
2021-01-12 00:00:00,1.1262,1.214,1.055,1.1275,12397670.65
2021-01-13 00:00:00,1.1272,1.3345,1.06,1.277,16398822.19
2021-01-14 00:00:00,1.275,1.4026,1.2637,1.3395,13593431.03
2021-01-15 00:00:00,1.3379,1.51,1.1716,1.3516,24679310.93
2021-01-16 00:00:00,1.3488,1.8416,1.3313,1.6319,30763976.8
2021-01-17 00:00:00,1.6316,2.19,1.5844,2.0362,40145438.06
2021-01-18 00:00:00,2.0283,2.0768,1.68,1.8827,24567762.77
2021-01-19 00:00:00,1.8792,2.1,1.7979,1.9005,21184499.68
2021-01-20 00:00:00,1.9043,1.9652,1.6412,1.847,15359199.05
2021-01-21 00:00:00,1.8453,1.8847,1.546,1.569,14947028.09
2021-01-22 00:00:00,1.5733,1.85,1.4113,1.7562,14724984.43
2021-01-23 00:00:00,1.7549,1.998,1.7058,1.9309,14696995.31
2021-01-24 00:00:00,1.9338,2.49,1.8786,2.4743,23208043.75
2021-01-25 00:00:00,2.4707,2.72,2.2933,2.3585,28495931.15
2021-01-26 00:00:00,2.3546,2.69,2.18,2.6881,21837127.98
2021-01-27 00:00:00,2.6898,2.7278,2.2288,2.4955,21663954.75
2021-01-28 00:00:00,2.4985,3.3579,2.425,3.1197,30681113.58
2021-01-29 00:00:00,3.1124,3.4772,2.8416,3.3511,22150621.36
2021-01-30 00:00:00,3.3571,4.7,3.1707,4.586,44098606.67
2021-01-31 00:00:00,4.5861,5.55,4.455,4.9309,55866327.76
2021-02-01 00:00:00,4.9307,5.2729,4.2715,5.0194,33226376.16
2021-02-02 00:00:00,5.0179,5.074,4.56,4.6714,13304716.72
2021-02-03 00:00:00,4.67,5.2657,4.35,5.0363,18109526.37
2021-02-04 00:00:00,5.0357,5.95,4.5818,5.5705,27437347.94
2021-02-05 00:00:00,5.5699,6.33,5.5076,5.825,18313335.48
2021-02-06 00:00:00,5.825,5.94,5.1,5.26,17203563.3
2021-02-07 00:00:00,5.2598,5.3095,4.3001,4.9512,21091809.1
2021-02-08 00:00:00,4.9513,5.4763,4.69,5.3251,18626982.19
2021-02-09 00:00:00,5.3255,5.3484,4.8143,5.067,16186957.03
2021-02-10 00:00:00,5.0648,5.4206,4.4,4.8912,18078644.38
2021-02-11 00:00:00,4.9,5.86,4.673,5.6254,20245238.71
2021-02-12 00:00:00,5.6254,5.8,5.1201,5.2528,19898521.86
2021-02-13 00:00:00,5.2527,6.024,5.1301,5.7,24181762.86
2021-02-14 00:00:00,5.7,6.29,5.1001,5.25,19890398.63
2021-02-15 00:00:00,5.25,5.528,4.205,4.95,26654789.16
2021-02-16 00:00:00,4.9413,5.1836,4.6124,4.7567,14800214.71
2021-02-17 00:00:00,4.7625,5.0699,4.4,4.828,14650901.3
2021-02-18 00:00:00,4.8307,5.1749,4.71,4.7718,12007663.61
2021-02-19 00:00:00,4.7803,4.8697,4.5,4.6031,12795377.82
2021-02-20 00:00:00,4.604,5.8976,4.44,5.1293,34051875.95
2021-02-21 00:00:00,5.1104,5.4783,4.9087,5.0575,15660772.77
2021-02-22 00:00:00,5.0575,5.0706,3.6047,4.5317,19020054.6
2021-02-23 00:00:00,4.5351,4.5759,3.0,3.6811,24574982.07
2021-02-24 00:00:00,3.6938,4.1635,3.4083,3.6436,16484825.41
2021-02-25 00:00:00,3.6447,4.66,3.51,3.9342,33369910.61
2021-02-26 00:00:00,3.9355,5.1676,3.7764,4.4897,48877825.62
2021-02-27 00:00:00,4.4984,4.865,4.01,4.1598,18105346.55
2021-02-28 00:00:00,4.1492,4.1813,3.5,3.8407,18129452.19
2021-03-01 00:00:00,3.8408,4.2,3.777,4.1194,13458342.81
2021-03-02 00:00:00,4.1194,4.3556,3.81,4.0087,14640989.02
2021-03-03 00:00:00,4.011,4.3177,3.986,4.0648,11383448.93
2021-03-04 00:00:00,4.0685,4.2387,3.7501,3.8366,10471212.59
2021-03-05 00:00:00,3.8367,3.85,3.52,3.7287,9671184.6
2021-03-06 00:00:00,3.7327,3.8647,3.6051,3.8626,6060340.49
2021-03-07 00:00:00,3.8646,4.11,3.7818,3.9827,13306385.89
2021-03-08 00:00:00,3.988,4.4662,3.85,4.3249,17296288.32
2021-03-09 00:00:00,4.3249,4.555,4.2001,4.4366,14316973.66
2021-03-10 00:00:00,4.4365,4.5225,3.93,4.0047,15201804.11
2021-03-11 00:00:00,4.0078,4.14,3.8888,3.9999,11027070.39
2021-03-12 00:00:00,3.9999,4.142,3.68,3.8026,12205621.5
2021-03-13 00:00:00,3.8022,4.2434,3.6302,4.0955,11561642.75
2021-03-14 00:00:00,4.1002,4.22,3.83,3.8322,9394966.82
2021-03-15 00:00:00,3.8358,4.3835,3.72,3.9417,17288039.45
2021-03-16 00:00:00,3.9435,4.6426,3.787,4.5603,19586894.48
2021-03-17 00:00:00,4.5603,5.034,4.2512,5.034,19719763.14
2021-03-18 00:00:00,5.0295,5.0981,4.5445,4.5727,12001106.42
2021-03-19 00:00:00,4.5729,5.2445,4.4555,4.8866,13864407.44
2021-03-20 00:00:00,4.8915,5.1968,4.68,4.7019,7774200.53
2021-03-21 00:00:00,4.7027,4.794,4.487,4.6725,6862976.25
2021-03-22 00:00:00,4.6701,4.8481,4.1885,4.3,9856002.76
2021-03-23 00:00:00,4.3,4.4757,4.0,4.0854,10177546.44
2021-03-24 00:00:00,4.0854,4.3403,3.5747,3.7154,9760063.2
2021-03-25 00:00:00,3.7112,3.8909,3.567,3.669,7917447.23
2021-03-26 00:00:00,3.6654,4.09,3.6633,4.0015,5700708.68
2021-03-27 00:00:00,4.0015,4.0647,3.7958,3.9929,6023746.84
2021-03-28 00:00:00,3.9917,4.23,3.9377,4.0882,5936030.12
2021-03-29 00:00:00,4.0876,4.6327,4.0245,4.6043,12346108.75
2021-03-30 00:00:00,4.6042,4.6855,4.4285,4.5032,6663304.48
2021-03-31 00:00:00,4.5025,4.5489,4.1095,4.3409,6397011.92
2021-04-01 00:00:00,4.3422,4.5172,4.2542,4.4501,6249436.8
2021-04-02 00:00:00,4.4536,4.6969,4.3841,4.6698,7056818.81
2021-04-03 00:00:00,4.6707,4.7999,4.233,4.2403,8655285.81
2021-04-04 00:00:00,4.2403,4.702,4.1351,4.57,6913010.42
2021-04-05 00:00:00,4.57,5.375,4.4219,5.3133,18777292.51
2021-04-06 00:00:00,5.3108,5.83,5.1319,5.1768,22060257.44
2021-04-07 00:00:00,5.1776,5.948,4.5029,5.568,37255685.68
2021-04-08 00:00:00,5.5726,6.5602,5.4583,6.1887,34239315.47
2021-04-09 00:00:00,6.1887,6.67,5.9309,6.1117,22174875.31
2021-04-10 00:00:00,6.1063,6.1112,5.528,5.7303,15135803.45
2021-04-11 00:00:00,5.7309,6.0,5.5441,5.6706,7638188.12
2021-04-12 00:00:00,5.6733,5.8313,5.2598,5.4953,10460925.84
2021-04-13 00:00:00,5.4937,5.8073,5.4192,5.6116,9779114.7
2021-04-14 00:00:00,5.6116,6.0149,5.43,5.876,13120252.19
2021-04-15 00:00:00,5.8801,6.4,5.7688,6.0839,11891345.75
2021-04-16 00:00:00,6.0865,6.1424,5.5967,5.8107,7951714.19
2021-04-17 00:00:00,5.8131,6.5333,5.81,6.4639,11317813.33
2021-04-18 00:00:00,6.4575,6.65,4.5,5.2943,19031591.57
2021-04-19 00:00:00,5.2928,5.4598,4.7038,4.8463,8886544.64
2021-04-20 00:00:00,4.8463,5.2122,4.423,5.0184,10305176.44
2021-04-21 00:00:00,5.0157,5.2866,4.8492,5.02,10558626.72
2021-04-22 00:00:00,5.0179,5.3477,4.5234,4.5867,11918495.01
2021-04-23 00:00:00,4.585,4.6912,3.7536,4.2824,15264994.45
2021-04-24 00:00:00,4.2818,4.2834,3.9151,3.9538,6221627.21
2021-04-25 00:00:00,3.9509,4.2499,3.785,3.9961,4582203.84
2021-04-26 00:00:00,3.9969,4.5754,3.9411,4.5488,6735735.64
2021-04-27 00:00:00,4.5488,5.1554,4.4605,5.1137,10264132.39
2021-04-28 00:00:00,5.1134,5.7879,4.7024,5.5507,21702420.58
2021-04-29 00:00:00,5.5515,5.91,5.2161,5.471,14639435.6
2021-04-30 00:00:00,5.4701,5.761,5.3343,5.64,8261973.38
2021-05-01 00:00:00,5.6389,5.7743,5.3344,5.5239,5663187.17
2021-05-02 00:00:00,5.5239,5.5351,5.1278,5.3614,4781431.16
2021-05-03 00:00:00,5.3612,5.95,5.3525,5.8675,8928929.78
2021-05-04 00:00:00,5.869,5.9084,5.2032,5.2422,11357020.69
2021-05-05 00:00:00,5.2431,6.2879,5.1855,5.9842,13538249.21
2021-05-06 00:00:00,5.9869,7.56,5.8699,6.6062,42831561.24
2021-05-07 00:00:00,6.6078,7.1225,6.2973,6.5777,14084314.87
2021-05-08 00:00:00,6.5813,7.8748,6.4688,7.4832,20093486.35
2021-05-09 00:00:00,7.4873,7.5302,6.7212,7.0801,16256909.99
2021-05-10 00:00:00,7.0806,7.1879,5.5342,6.1775,14792762.02
2021-05-11 00:00:00,6.1775,6.5367,5.8,6.535,10398149.53
2021-05-12 00:00:00,6.5338,6.9258,5.4557,5.6127,15029262.02
2021-05-13 00:00:00,5.6098,6.1,5.1574,5.5713,15145067.87
2021-05-14 00:00:00,5.5732,5.9385,5.25,5.7383,8465404.09
2021-05-15 00:00:00,5.741,6.0487,5.2365,5.2564,10544232.19
2021-05-16 00:00:00,5.2563,5.6377,4.65,5.1263,13849370.1
2021-05-17 00:00:00,5.1261,5.1633,4.4307,4.7037,11605220.21
2021-05-18 00:00:00,4.7045,5.4,4.6412,5.2662,13777058.16
2021-05-19 00:00:00,5.268,5.4228,2.6401,3.2102,35678870.31
2021-05-20 00:00:00,3.2128,3.96,2.7369,3.5959,20423893.94
2021-05-21 00:00:00,3.6039,3.8155,2.6418,3.1169,16658585.42
2021-05-22 00:00:00,3.1176,3.2793,2.6335,2.7226,14015960.7
2021-05-23 00:00:00,2.725,2.8838,1.7777,2.3355,20568168.94
2021-05-24 00:00:00,2.3344,3.0106,2.29,2.9475,16333699.84
2021-05-25 00:00:00,2.95,3.1002,2.5314,2.8913,11467021.03
2021-05-26 00:00:00,2.8907,3.5,2.8314,3.4259,14637848.76
2021-05-27 00:00:00,3.4239,3.45,2.9685,3.2803,8182522.21
2021-05-28 00:00:00,3.2836,3.3718,2.6083,2.7571,12764961.2
2021-05-29 00:00:00,2.7573,2.9816,2.4408,2.5678,8491591.83
2021-05-30 00:00:00,2.5698,2.9865,2.4032,2.8861,7369553.03
2021-05-31 00:00:00,2.8835,3.2928,2.7458,3.2055,9404364.5
2021-06-01 00:00:00,3.2071,3.269,2.9881,3.1195,6391948.42
2021-06-02 00:00:00,3.1219,3.5775,3.0402,3.3752,11806631.49
2021-06-03 00:00:00,3.3753,3.5957,3.3241,3.4946,8481519.35
2021-06-04 00:00:00,3.4959,3.72,3.103,3.372,17217578.81
2021-06-05 00:00:00,3.3761,4.0151,3.3376,3.6846,17722025.59
2021-06-06 00:00:00,3.6846,4.1176,3.6356,3.9098,11968479.39
2021-06-07 00:00:00,3.9098,3.9153,3.3437,3.4055,7310939.63
2021-06-08 00:00:00,3.4031,3.461,2.845,3.0961,10905697.98
2021-06-09 00:00:00,3.0929,3.2391,2.8758,3.1915,17700896.51
2021-06-10 00:00:00,3.1915,3.26,2.8455,3.0122,9364701.16
2021-06-11 00:00:00,3.0136,3.077,2.6621,2.7426,6674942.81
