Timestamp,Open,High,Low,Close,Volume
2020-01-01 00:00:00,1.7678,1.8548,1.7606,1.8111,1158748.32
2020-01-02 00:00:00,1.8109,1.8164,1.7065,1.7366,1422992.29
2020-01-03 00:00:00,1.7366,1.8292,1.7013,1.804,1789613.99
2020-01-04 00:00:00,1.803,1.8446,1.784,1.8242,1241322.81
2020-01-05 00:00:00,1.8243,1.8413,1.785,1.7957,1524717.4
2020-01-06 00:00:00,1.7954,1.9386,1.7925,1.9374,3301261.66
2020-01-07 00:00:00,1.9373,2.1398,1.8993,2.1033,6873503.39
2020-01-08 00:00:00,2.1006,2.3495,2.1006,2.1892,12147661.7
2020-01-09 00:00:00,2.1877,2.2344,2.0977,2.1886,5099844.97
2020-01-10 00:00:00,2.1867,2.2489,2.1455,2.2257,4235526.03
2020-01-11 00:00:00,2.2255,2.345,2.218,2.2734,4347105.06
2020-01-12 00:00:00,2.273,2.3212,2.212,2.2383,2502624.23
2020-01-13 00:00:00,2.2382,2.2382,2.1561,2.1901,1977335.23
2020-01-14 00:00:00,2.1904,2.4701,2.1792,2.3751,7062307.44
2020-01-15 00:00:00,2.3751,2.5604,2.3332,2.3953,6414464.86
2020-01-16 00:00:00,2.3991,2.51,2.2932,2.4925,4944704.42
2020-01-17 00:00:00,2.4924,2.86,2.4589,2.7006,12221911.1
2020-01-18 00:00:00,2.7006,2.7946,2.58,2.7709,4502826.05
2020-01-19 00:00:00,2.7749,2.8475,2.5385,2.6212,6650884.78
2020-01-20 00:00:00,2.6207,2.7443,2.5425,2.688,4142689.53
2020-01-21 00:00:00,2.6881,2.744,2.57,2.6716,3244654.09
2020-01-22 00:00:00,2.6724,2.6978,2.6187,2.6426,1637205.02
2020-01-23 00:00:00,2.6425,2.647,2.4256,2.4698,4806803.21
2020-01-24 00:00:00,2.4695,2.533,2.3638,2.5024,4161651.97
2020-01-25 00:00:00,2.5024,2.51,2.421,2.4468,1881931.46
2020-01-26 00:00:00,2.4425,2.5764,2.4266,2.5764,1936836.47
2020-01-27 00:00:00,2.5764,2.6764,2.5656,2.6055,3426087.65
2020-01-28 00:00:00,2.6051,2.67,2.5868,2.6558,3113588.17
2020-01-29 00:00:00,2.6544,2.8348,2.6316,2.7773,5269667.72
2020-01-30 00:00:00,2.7785,2.9482,2.7167,2.9156,5780750.02
2020-01-31 00:00:00,2.912,2.9153,2.7628,2.8259,3910431.21
2020-02-01 00:00:00,2.8258,2.88,2.7438,2.8378,2737541.77
2020-02-02 00:00:00,2.8372,2.8869,2.7314,2.8267,3442889.59
2020-02-03 00:00:00,2.8225,2.879,2.7451,2.771,3106758.86
2020-02-04 00:00:00,2.7713,2.8038,2.6751,2.7395,4494415.89
2020-02-05 00:00:00,2.7397,2.8845,2.7261,2.839,4267689.22
2020-02-06 00:00:00,2.836,2.9436,2.79,2.89,4383200.46
2020-02-07 00:00:00,2.89,3.3682,2.8882,3.3072,14840163.74
2020-02-08 00:00:00,3.3071,3.4865,3.131,3.4171,10059760.55
2020-02-09 00:00:00,3.4179,3.4984,3.233,3.4945,6151025.56
2020-02-10 00:00:00,3.4927,3.4972,3.2806,3.3862,6758374.35
2020-02-11 00:00:00,3.3874,3.9964,3.35,3.9931,11780106.07
2020-02-12 00:00:00,3.9937,4.2,3.8472,3.9953,13673147.31
2020-02-13 00:00:00,3.993,4.1147,3.7123,3.8765,8232595.29
2020-02-14 00:00:00,3.8753,4.487,3.7873,4.426,10369344.95
2020-02-15 00:00:00,4.4262,4.621,4.065,4.3241,15608978.06
2020-02-16 00:00:00,4.3215,4.8671,4.0384,4.4566,22171359.69
2020-02-17 00:00:00,4.4563,4.5522,3.8449,4.3108,19343142.25
2020-02-18 00:00:00,4.3059,4.636,4.1416,4.5523,11931206.57
2020-02-19 00:00:00,4.5539,4.8355,4.193,4.3873,10109760.48
2020-02-20 00:00:00,4.384,4.4865,4.0673,4.2644,11478760.65
2020-02-21 00:00:00,4.2666,4.5127,4.184,4.2778,7730080.2
2020-02-22 00:00:00,4.2789,4.35,4.0332,4.1066,6716454.02
2020-02-23 00:00:00,4.1006,4.3768,4.0693,4.2365,5652318.24
2020-02-24 00:00:00,4.2366,4.2871,3.7916,3.9148,8591286.07
2020-02-25 00:00:00,3.9179,3.96,3.4864,3.4905,12394531.52
2020-02-26 00:00:00,3.4874,3.8587,3.3113,3.5648,22248039.55
2020-02-27 00:00:00,3.5648,4.132,3.4197,3.9579,19252934.55
2020-02-28 00:00:00,3.9568,4.2395,3.75,4.1609,18277736.2
2020-02-29 00:00:00,4.1614,4.3535,4.0572,4.0579,12512141.06
2020-03-01 00:00:00,4.06,4.2385,3.7607,3.859,14748523.07
2020-03-02 00:00:00,3.8622,4.3435,3.8173,4.2423,12656156.05
2020-03-03 00:00:00,4.2421,4.68,4.1249,4.5846,17189323.0
2020-03-04 00:00:00,4.5873,4.9762,4.5333,4.6406,18623299.51
2020-03-05 00:00:00,4.6388,4.899,4.6239,4.7151,11867449.08
2020-03-06 00:00:00,4.7144,4.78,4.5429,4.6814,7667605.13
2020-03-07 00:00:00,4.6813,4.6863,4.3143,4.3412,8209506.85
2020-03-08 00:00:00,4.3468,4.4646,3.85,4.0537,18324667.26
2020-03-09 00:00:00,4.0537,4.369,3.6012,4.1231,29055644.52
2020-03-10 00:00:00,4.1237,4.2119,3.9132,4.0839,18071323.59
2020-03-11 00:00:00,4.0842,4.11,3.5514,3.8169,19593491.56
2020-03-12 00:00:00,3.817,3.8519,0.0001,1.9931,72676626.17
2020-03-13 00:00:00,1.999,2.752,1.36,2.4333,73634341.0
2020-03-14 00:00:00,2.4328,2.5141,2.0607,2.1379,21644199.58
2020-03-15 00:00:00,2.1401,2.4,2.015,2.0884,24056586.5
2020-03-16 00:00:00,2.0868,2.0898,1.5571,1.7832,47175196.27
2020-03-17 00:00:00,1.7832,2.069,1.73,1.8641,32839078.68
2020-03-18 00:00:00,1.866,1.9543,1.762,1.9483,22313474.3
2020-03-19 00:00:00,1.9497,2.37,1.8841,2.2398,33408982.34
2020-03-20 00:00:00,2.2409,2.6249,2.0143,2.26,39390658.87
2020-03-21 00:00:00,2.2631,2.375,2.105,2.2787,19488573.19
2020-03-22 00:00:00,2.2754,2.33,1.9334,1.9898,21634031.69
2020-03-23 00:00:00,1.9889,2.3,1.9352,2.2468,23688851.36
2020-03-24 00:00:00,2.247,2.3709,2.195,2.3104,18400021.32
2020-03-25 00:00:00,2.3109,2.35,2.1804,2.257,11321064.3
2020-03-26 00:00:00,2.2569,2.3132,2.1884,2.3132,6818801.71
2020-03-27 00:00:00,2.3125,2.3599,2.1055,2.1373,8151561.2
